chromophore_smiles,solvent_original,canonical_chromophore_smiles,canonical_solvent_smiles,absorption_nm,emission_nm,lifetime_ns,quantum_yield,log_extinction,source_dataset
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC([N+]([O-])=O)=CC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC([N+]([O-])=O)=CC=C9)=C1)N(CCCCCCCCCCCC)C4=O,CHCl3,CCCCCCCCCCCCN1C(=O)c2ccc3c4c(-c5cccc([N+](=O)[O-])c5)cc5c6c(ccc(c7c(-c8cccc([N+](=O)[O-])c8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,,543.3829974,584.6298916,,0.45,,chemfluor
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=NC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=NC=C9)=C1)N(CCCCCCCCCCCC)C4=O,CHCl3,CCCCCCCCCCCCN1C(=O)c2ccc3c4c(-c5ccncc5)cc5c6c(ccc(c7c(-c8ccncc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,,538.8961321,577.012564,,0.47,,chemfluor
O=C(C1=C2C(C3=C(C4=CC=C5C(N(C6=CC=CC=C6)C7=C5C=CC=C7)=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C8=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)cc5c6c(cc(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,551.0,651.0,,,,chemfluor
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C8C(N(C9=CC=CC=C9)C%10=C8C=CC=C%10)=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C4=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)cc5c6c(ccc(c7c(-c8ccc9c%10ccccc%10n(-c%10ccccc%10)c9c8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,561.0,651.0,,,,chemfluor
O=C(C1=C2C(C3=C(C4=CC=C(N(C5=CC=CC=C5)C6=C7C=CC=C6)C7=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C8=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)cc5c6c(cc(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,563.0,663.0,,,,chemfluor
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(N(C8=CC=CC=C8)C9=C%10C=CC=C9)C%10=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C4=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)cc5c6c(ccc(c7c(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,609.0,689.0,,,,chemfluor
O=C(C1=C2C(C3=C(C(C=C4)=CC=C4N5C6=CC=CC=C6C7=C5C=CC=C7)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C8=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,567.0,644.0,,,,chemfluor
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C(C=C7)=CC=C7N8C9=CC=CC=C9C%10=C8C=CC=C%10)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C4=O,CHCl3,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,,577.0,647.0,,,,chemfluor
O=C(C1=C2C(C3=CC(OC4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6)=C27)=C(C8=C9C3=CC(OC%10=C(C%11=CC=CC=C%11)C=CC=C%10C%12=CC=CC=C%12)=C%13C9=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C(OC%14=C(C%15=CC=CC=C%15)C=CC=C%14C%16=CC=CC=C%16)=C8)C=C1OC%17=C(C%18=CC=CC=C%18)C=CC=C%17C%19=CC=CC=C%19)N(C(CCCCC)CCCCC)C7=O,toluene,CCCCCC(CCCCC)N1C(=O)c2c(Oc3c(-c4ccccc4)cccc3-c3ccccc3)cc3c4cc(Oc5c(-c6ccccc6)cccc5-c5ccccc5)c5c6c(c(Oc7c(-c8ccccc8)cccc7-c7ccccc7)cc(c7cc(Oc8c(-c9ccccc9)cccc8-c8ccccc8)c(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,,535.0,546.0,,0.95,,chemfluor
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=CC=C7C6=C(C(N(C(CC)CC)C7=O)=O)C=C5)C=C1)N(C(CC)CC)C4=O,toluene,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,,525.0,542.0,,0.92,,chemfluor
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,toluene,CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,,460.0,475.0,,0.54,,chemfluor
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,toluene,CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,,435.0,470.0,,0.32,,chemfluor
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,toluene,CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-4c13)-c1ccc(C(=O)N(C)C)c3c(C(=O)N(C)C)ccc-2c13,,431.0,456.0,,0.29,,chemfluor
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,toluene,CCOC(=O)c1c2c(c3n1Cn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,,527.0,540.0,,0.69,,chemfluor
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,toluene,CCOC(=O)c1c2c(c3n1CCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,,512.0,540.0,,0.33,,chemfluor
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,toluene,CCOC(=O)c1c2c(c3n1CCCn1c(C(=O)OCC)c4c(c1-3)-c1ccc3c5c(ccc-4c15)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O)-c1ccc3c4c(ccc-2c14)C(=O)N(c1c(C(C)C)cccc1C(C)C)C3=O,,489.0,520.0,,0.33,,chemfluor
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C3=CC=C2C(N(C)C)=O)C5=C6N(C(C7=C6C8=C9C7=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=C8)=O)CN5C4=O,toluene,CN(C)C(=O)c1ccc2c3c(=O)n4c(c=3c3ccc(C(=O)N(C)C)c1c23)=c1c2c3ccc(C(=O)N(C)C)c5c(C(=O)N(C)C)ccc(c=2c(=O)n1C4)c53,,617.0,650.0,,,,chemfluor
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C5=CC=C4C1=O)C7=C8N(C(C9=C8C%10=C%11C9=CC=C(C(N(C%12=C(C(C)C)C=CC=C%12C(C)C)C%13=O)=O)C%11=C%13C=C%10)=O)CN7C6=O,toluene,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(=O)n5c(c=4c4ccc(c2c34)C1=O)=c1c2c3ccc4c6c(ccc(c=2c(=O)n1C5)c63)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,,688.0,750.0,,,,chemfluor
OC1=C(C2=CC=CC=C2)OC3=CC=CC=C3C1=O,H2O,O=c1c(O)c(-c2ccccc2)oc2ccccc12,,346.0,408.0,,0.1,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC=C3,H2O,O=c1c(-c2ccccc2)coc2cc(O)ccc12,,336.0,465.0,,0.06,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(O)C=C3,H2O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,,311.0,468.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(OC)C=C3,H2O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,287.0,468.0,,0.05,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1C3=CC=C(O)C=C3,H2O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,,347.0,460.0,,0.04,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(OC)C(O)=C3,H2O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,,334.0,472.0,,0.03,,chemfluor
O=C1C2=CC(OC)=CC=C2OC=C1C3=CC=CC=C3,H2O,COc1ccc2occ(-c3ccccc3)c(=O)c2c1,,288.0,419.0,,0.21,,chemfluor
O=C1C2=C(C)C=C(O)C=C2OC=C1C3=CC=C(O)C=C3,H2O,Cc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,,287.0,468.0,,0.03,,chemfluor
O=C1C2=CC=C(O)C(C)=C2OC=C1C3=CC=C(O)C=C3,H2O,Cc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,,287.0,496.0,,0.02,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC(O)=C3,H2O,O=c1c(-c2cccc(O)c2)coc2cc(O)ccc12,,287.0,469.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC=C3C,H2O,Cc1ccccc1-c1coc2cc(O)ccc2c1=O,,337.0,462.0,,0.1,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC(C)=C3,H2O,Cc1cccc(-c2coc3cc(O)ccc3c2=O)c1,,336.0,469.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(C)C=C3,H2O,Cc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,336.0,470.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC=C3OC,H2O,COc1ccccc1-c1coc2cc(O)ccc2c1=O,,335.0,467.0,,0.06,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC(OC)=C3,H2O,COc1cccc(-c2coc3cc(O)ccc3c2=O)c1,,337.0,469.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC=C3Cl,H2O,O=c1c(-c2ccccc2Cl)coc2cc(O)ccc12,,338.0,469.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC(Cl)=C3,H2O,O=c1c(-c2cccc(Cl)c2)coc2cc(O)ccc12,,337.0,469.0,,0.04,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(Cl)C=C3,H2O,O=c1c(-c2ccc(Cl)cc2)coc2cc(O)ccc12,,286.0,459.0,,0.04,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC(Br)=C3,H2O,O=c1c(-c2cccc(Br)c2)coc2cc(O)ccc12,,337.0,471.0,,0.05,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(Br)C=C3,H2O,O=c1c(-c2ccc(Br)cc2)coc2cc(O)ccc12,,287.0,474.0,,0.04,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(F)C=C3,H2O,O=c1c(-c2ccc(F)cc2)coc2cc(O)ccc12,,287.0,472.0,,0.07,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC4=C3C=CC=C4,H2O,O=c1c(-c2cccc3ccccc23)coc2cc(O)ccc12,,288.0,462.0,,0.1,,chemfluor
CC1=COC2=CC(O)=CC=C2C1=O,H2O,Cc1coc2cc(O)ccc2c1=O,,334.0,456.0,,0.21,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1CC,H2O,CCc1coc2cc(O)ccc2c1=O,,334.0,456.0,,0.21,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1C3CCCCC3,H2O,O=c1c(C2CCCCC2)coc2cc(O)ccc12,,334.0,456.0,,0.27,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1CCCC,H2O,CCCCc1coc2cc(O)ccc2c1=O,,334.0,454.0,,0.21,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1CCCCBr,H2O,O=c1c(CCCCBr)coc2cc(O)ccc12,,336.0,456.0,,0.19,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1CC3=CC=CC=C3,H2O,O=c1c(Cc2ccccc2)coc2cc(O)ccc12,,335.0,463.0,,0.19,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1CCC3=CC=CC=C3,H2O,O=c1c(CCc2ccccc2)coc2cc(O)ccc12,,332.0,453.0,,0.3,,chemfluor
O=C1C2=CC=C(O)C=C2OC=C1,H2O,O=c1ccoc2cc(O)ccc12,,330.0,461.0,,0.19,,chemfluor
O=C1C2=CC=C(O)C=C2OC(C)=C1,H2O,Cc1cc(=O)c2ccc(O)cc2o1,,333.0,448.0,,0.21,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCC,H2O,CCCCc1coc2cc(O)c(OC)cc2c1=O,,345.0,447.0,,0.48,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCCBr,H2O,COc1cc2c(=O)c(CCCCBr)coc2cc1O,,346.0,447.0,,0.54,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCCN=[N+]=[N-],H2O,COc1cc2c(=O)c(CCCCN=[N+]=[N-])coc2cc1O,,346.0,445.0,,0.41,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1CC3=CC=CC=C3,H2O,COc1cc2c(=O)c(Cc3ccccc3)coc2cc1O,,346.0,449.0,,0.47,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCC3=CC=CC=C3,H2O,COc1cc2c(=O)c(CCc3ccccc3)coc2cc1O,,346.0,445.0,,0.47,,chemfluor
O=C1C2=CC(OC)=C(O)C=C2OC=C1C=O,H2O,COc1cc2c(=O)c(C=O)coc2cc1O,,353.0,466.0,,0.06,,chemfluor
CN1C(C(C2=NC3=C(C=CC=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3[nH]2)n1,,382.49,428.93,,0.228,,chemfluor
CN1C(C(C2=NC3=C(C=CC(Br)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc(Br)ccc3[nH]2)n1,,387.86,430.9,,0.2,,chemfluor
CN1C(C(C2=NC3=C(C=CC(Cl)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc(Cl)ccc3[nH]2)n1,,387.19,430.9,,0.239,,chemfluor
CN1C(C(C2=NC3=C(C=CC(F)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc(F)ccc3[nH]2)n1,,384.1,428.03,,0.208,,chemfluor
CN1C(C(C2=NC3=C(C=CC(C)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc(C)ccc3[nH]2)n1,,383.76,431.96,,0.261,,chemfluor
CN1C(C(C2=NC3=C(C=CC([N+]([O-])=O)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)n1,,394.29,474.73,,0.03,,chemfluor
CN1C(C(C2=NC3=C(C=CC(C(C4=CC=CC=C4)=O)=C3)N2)=NC(C(OC)=O)=C5)=C5C6=CC=CC=C16,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3cc(C(=O)c4ccccc4)ccc3[nH]2)n1,,387.99,432.87,,0.279,,chemfluor
CN1C(C(C2=NC3=C(C=C(C)C=C3C)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3c(C)cc(C)cc3[nH]2)n1,,383.49,432.87,,0.25,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)N4)=N1,CHCl3,CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4[nH]3)c21,,384.27,428.03,,0.226,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)N5)=N1,CHCl3,COC(=O)c1cc2c3ccccc3n(Cc3ccccc3)c2c(-c2nc3ccccc3[nH]2)n1,,376.7,425.9,,0.167,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC=C)C(C4=NC5=C(C=CC=C5)N4)=N1,CHCl3,C=CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4[nH]3)c21,,382.31,425.0,,0.215,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC#C)C(C4=NC5=C(C=C(C)C=C5C)N4)=N1,CHCl3,C#CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4c(C)cc(C)cc4[nH]3)c21,,383.73,427.87,,0.252,,chemfluor
CN1C(C(C2=NC3=C(C=CC=C3)N2)=NC(C(OCC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,CCOC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3[nH]2)n1,,387.82,428.93,,0.206,,chemfluor
O=C(OCC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)N4)=N1,CHCl3,CCOC(=O)c1cc2c3ccccc3n(CC)c2c(-c2nc3ccccc3[nH]2)n1,,382.14,430.0,,0.247,,chemfluor
O=C(OCC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)N5)=N1,CHCl3,CCOC(=O)c1cc2c3ccccc3n(Cc3ccccc3)c2c(-c2nc3ccccc3[nH]2)n1,,376.33,425.9,,0.195,,chemfluor
CN1C2=C(C3=CC=CC=C13)C=C(C(OC)=O)N=C2C4=NC(C=CC=C5)=C5N4CC6=NC(C(OC)=O)=CC7=C6N(C8=CC=CC=C87)C,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(Cn2c(-c3nc(C(=O)OC)cc4c5ccccc5n(C)c34)nc3ccccc32)n1,,353.71,413.93,,0.179,,chemfluor
CN1C(C(C2=NC3=C(C=CC=C3)S2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3s2)n1,,383.43,438.93,,0.228,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)S5)=N1,CHCl3,COC(=O)c1cc2c3ccccc3n(Cc3ccccc3)c2c(-c2nc3ccccc3s2)n1,,380.59,440.0,,0.193,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC=C)C(C4=NC5=C(C=CC=C5)S4)=N1,CHCl3,C=CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4s3)c21,,382.02,440.0,,0.193,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)S4)=N1,CHCl3,CCn1c2ccccc2c2cc(C(=O)OC)nc(-c3nc4ccccc4s3)c21,,384.12,438.93,,0.277,,chemfluor
CN1C(C(C2=NC3=C(C=CC=C3)O2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,CHCl3,COC(=O)c1cc2c3ccccc3n(C)c2c(-c2nc3ccccc3o2)n1,,370.51,435.0,,0.241,,chemfluor
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)C4)C(C5=NC6=C(C=CC=C6)N5C4=C)=N1,CHCl3,C=C1Cn2c3ccccc3c3cc(C(=O)OC)nc(c32)-c2nc3ccccc3n21,,392.79,438.03,,0.273,,chemfluor
NC1=CC2=CC=CC=C2C=C1N,MeOH,Nc1cc2ccccc2cc1N,,340.0,377.0,,,,chemfluor
CN(C)C1=CC=C2C(C=CC(C(C=C)=O)=C2)=C1,MeOH,C=CC(=O)c1ccc2cc(N(C)C)ccc2c1,,391.0,500.0,,,,chemfluor
CN(C)C1=CC=C2C(C=CC(C(CBr)=O)=C2)=C1,MeOH,CN(C)c1ccc2cc(C(=O)CBr)ccc2c1,,387.0,520.0,,,,chemfluor
CN(C)C1=CC=CC2=C(S(=O)(NN)=O)C=CC=C21,MeOH,CN(C)c1cccc2c(S(=O)(=O)NN)cccc12,,336.0,534.0,,,,chemfluor
CN(C)C1=CC=CC2=C(S(=O)(NCCCCCC(ON3C(CCC3=O)=O)=O)=O)C=CC=C21,MeOH,CN(C)c1cccc2c(S(=O)(=O)NCCCCCC(=O)ON3C(=O)CCC3=O)cccc12,,335.0,518.0,,,,chemfluor
CN(C)C1=CC=CC2=C(S(=O)(NCCN)=O)C=CC=C21,MeOH,CN(C)c1cccc2c(S(=O)(=O)NCCN)cccc12,,335.0,526.0,,,,chemfluor
CN(C)C1=CC=CC2=C(S(=O)(NCCCCCN)=O)C=CC=C21,MeOH,CN(C)c1cccc2c(S(=O)(=O)NCCCCCN)cccc12,,335.0,518.0,,,,chemfluor
O=C1C=CC(N1OC(CC1=CC(=O)OC2=CC(N(C)C)=CC=C12)=O)=O,MeOH,CN(C)c1ccc2c(CC(=O)ON3C(=O)C=CC3=O)cc(=O)oc2c1,,376.0,468.0,,,,chemfluor
O=C(CC1=CC(=O)OC2=CC(N(C)C)=CC=C12)O,MeOH,CN(C)c1ccc2c(CC(=O)O)cc(=O)oc2c1,,370.0,459.0,,,,chemfluor
O=C1C=CC(N1OC(C1=CC(=O)OC2=CC(N(CC)CC)=CC=C12)=O)=O,MeOH,CCN(CC)c1ccc2c(C(=O)ON3C(=O)C=CC3=O)cc(=O)oc2c1,,432.0,472.0,,,,chemfluor
O=C1C=CC(N1OC(C2=CC3=CC=C(O)C=C3OC2=O)=O)=O,MeOH,O=C(ON1C(=O)C=CC1=O)c1cc2ccc(O)cc2oc1=O,,419.0,447.0,,,,chemfluor
O=C1C=CC(N1OC(C2=CC3=CC=C(OC)C=C3OC2=O)=O)=O,MeOH,COc1ccc2cc(C(=O)ON3C(=O)C=CC3=O)c(=O)oc2c1,,358.0,410.0,,,,chemfluor
CC1=C(C2=CC=C(N(C(C=C3)=O)C3=O)C=C2)C(OC4=CC(N(CC)CC)=CC=C14)=O,MeOH,CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)oc2c1,,384.0,469.0,,,,chemfluor
CC1=C(C2=CC=C(NC(CC)=O)C=C2)C(OC3=CC(N(CC)CC)=CC=C13)=O,MeOH,CCC(=O)Nc1ccc(-c2c(C)c3ccc(N(CC)CC)cc3oc2=O)cc1,,384.0,470.0,,,,chemfluor
CC1=C(N(C(C=C2)=O)C2=O)C(OC3=CC(N(C)C)=CC=C13)=O,MeOH,Cc1c(N2C(=O)C=CC2=O)c(=O)oc2cc(N(C)C)ccc12,,383.0,463.0,,,,chemfluor
